sku,name,generic_name,brand_name,category_code,strength,base_unit_abbreviation,purchase_unit_abbreviation,dispensing_unit_abbreviation,selling_price,reorder_level,status,manage_stock
EBA-TABCAP,"EBAGET D TAB",,,TAB_CAP,,TAB,TAB,TAB,22,12,active,1
CAF-50MG-TABCAP,"CAFLAM 50MG TAB",,,TAB_CAP,50MG,TAB,TAB,TAB,16.85,12,active,1
NIC-TABCAP,NICORIL,,,TAB_CAP,,TAB,TAB,TAB,26.1,12,active,1
VON-TABCAP,"VONOZAN TAB",,,TAB_CAP,,TAB,TAB,TAB,32.14,12,active,1
MON-10MG-TABCAP,"MONTERO 10MG TAB",,,TAB_CAP,10MG,TAB,TAB,TAB,28.21,12,active,1
SPA-TABCAP,"SPASLAR NEO TAB",,,TAB_CAP,,TAB,TAB,TAB,12.4,12,active,1
CEF-250MG-TABCAP,"CEFRA 250MG TAB",,,TAB_CAP,250MG,TAB,TAB,TAB,23.33,12,active,1
CEF-500MG-TABCAP,"CEFRA 500MG CAP",,,TAB_CAP,500MG,TAB,TAB,TAB,40,12,active,1
ART-TABCAP-001,"ARTHIGET EZ 80/480",,,TAB_CAP,,TAB,TAB,TAB,51.5,12,active,1
MEP-100MG-TABCAP,"MEPRESSOR 100MG TAB",,,TAB_CAP,100MG,TAB,TAB,TAB,14,12,active,1
MEP-200MG-TABCAP,"MEPRESSOR  SR 200MG TAB",,,TAB_CAP,200MG,TAB,TAB,TAB,15.57,12,active,1
TEG-200MG-TABCAP,"TEGRAL 200MG TAB",,,TAB_CAP,200MG,TAB,TAB,TAB,9.34,12,active,1
MON-TABCAP,"MONIGET TAB",,,TAB_CAP,,TAB,TAB,TAB,38.5,12,active,1
MYO-TABCAP,"MYOLAX TAB",,,TAB_CAP,,TAB,TAB,TAB,31.75,12,active,1
LAS-20MG-TABCAP,"LASIX 20MG TAB",,,TAB_CAP,20MG,TAB,TAB,TAB,2.53,12,active,1
LAS-40MG-TABCAP,"LASIX 40MG TAB",,,TAB_CAP,40MG,TAB,TAB,TAB,3.64,12,active,1
AVI-25MG-TABCAP,"AVIL 25MG TAB",,,TAB_CAP,25MG,TAB,TAB,TAB,1.57,12,active,1
STE-TABCAP,"STEMATIL TAB",,,TAB_CAP,,TAB,TAB,TAB,1.04,12,active,1
RAB-20MG-TABCAP,"RABIXIN 20MG CAP",,,TAB_CAP,20MG,TAB,TAB,TAB,27.8,12,active,1
MEB-TABCAP,"MEBECOL SR TAB",,,TAB_CAP,,TAB,TAB,TAB,33.33,12,active,1
NES-20MG-TABCAP,"NESOGEN 20MG CAP",,,TAB_CAP,20MG,TAB,TAB,TAB,142.93000000000001,12,active,1
NES-40MG-TABCAP,"NESOGEN 40MG CAP",,,TAB_CAP,40MG,TAB,TAB,TAB,23.86,12,active,1
NEO-TABCAP,"NEOMARCAZOLE TAB",,,TAB_CAP,,TAB,TAB,TAB,3.54,12,active,1
PHA-TABCAP,"PHARAM AID TAB",,,TAB_CAP,,TAB,TAB,TAB,41.67,12,active,1
PAR-TABCAP,"PARACAL D TAB",,,TAB_CAP,,TAB,TAB,TAB,18.67,12,active,1
BIO-TABCAP,"BIO Q 10 TAB",,,TAB_CAP,,TAB,TAB,TAB,75,12,active,1
JAS-10MG-TABCAP,"JASPRAM 10MG TAB",,,TAB_CAP,10MG,TAB,TAB,TAB,39.29,12,active,1
SCA-TABCAP,"SCABIMAC TAB",,,TAB_CAP,,TAB,TAB,TAB,42,12,active,1
ORI-TABCAP,"ORIOVIT TAB",,,TAB_CAP,,TAB,TAB,TAB,23,12,active,1
JUS-TABCAP,"JUST D TAB",,,TAB_CAP,,TAB,TAB,TAB,290,12,active,1
SET-500MG-TABCAP,"SETFORMIN 50/500MG",,,TAB_CAP,500MG,TAB,TAB,TAB,42.5,12,active,1
SET-1000MG-TABCAP,"SETFORMIN 50/1000MG",,,TAB_CAP,1000MG,TAB,TAB,TAB,46.43,12,active,1
AML-160MG-TABCAP,"AMLOGUD 5/160MG TAB",,,TAB_CAP,160MG,TAB,TAB,TAB,46.43,12,active,1
VAL-160MG-TABCAP,"VALKAN 10/160MG TAB",,,TAB_CAP,160MG,TAB,TAB,TAB,38.57,12,active,1
DOM-TABCAP,"DOMPRO TAB",,,TAB_CAP,,TAB,TAB,TAB,9.14,12,active,1
VIM-400MG-TABCAP,"VIMACEF 400MG CAP",,,TAB_CAP,400MG,TAB,TAB,TAB,99,12,active,1
AZI-250MG-TABCAP,"AZIWIN 250MG TAB",,,TAB_CAP,250MG,TAB,TAB,TAB,51,12,active,1
AZI-500MG-TABCAP,"AZIWIN 500MG TAB",,,TAB_CAP,500MG,TAB,TAB,TAB,97.5,12,active,1
ORE-20MG-TABCAP,"OREXIN 20MG TAB",,,TAB_CAP,20MG,TAB,TAB,TAB,17.75,12,active,1
BPR-TABCAP,"B-PRIDE TAB",,,TAB_CAP,,TAB,TAB,TAB,36.1,12,active,1
GEN-150MG-TABCAP,"GENIAL 150MG CAP",,,TAB_CAP,150MG,TAB,TAB,TAB,245,12,active,1
TAM-0.4MG-TABCAP,"TAMIS 0.4MG CAP",,,TAB_CAP,0.4MG,TAB,TAB,TAB,55,12,active,1
WIN-20MG-TABCAP,"WINSUM 20MG CAP",,,TAB_CAP,20MG,TAB,TAB,TAB,17.21,12,active,1
SAB-40MG-TABCAP,"SABIZOLE 40MG CAP",,,TAB_CAP,40MG,TAB,TAB,TAB,34.29,12,active,1
LEV-250MG-TABCAP,"LEVOCURE 250MG TAB",,,TAB_CAP,250MG,TAB,TAB,TAB,37.5,12,active,1
LEV-500MG-TABCAP,"LEVOCURE 500MG TAB",,,TAB_CAP,500MG,TAB,TAB,TAB,57.5,12,active,1
MOL-400MG-TABCAP,"MOLAM 400MG TAB",,,TAB_CAP,400MG,TAB,TAB,TAB,139.80000000000001,12,active,1
MOX-400MG-TABCAP,"MOXi 400MG TAB",,,TAB_CAP,400MG,TAB,TAB,TAB,50.5,12,active,1
CIP-500MG-TABCAP-001,"CIPROCURE 500MG TAB",,,TAB_CAP,500MG,TAB,TAB,TAB,41,12,active,1
ALP-500MG-TABCAP,"ALPHA CIP 500MG TAB",,,TAB_CAP,500MG,TAB,TAB,TAB,44,12,active,1
NIC-100MG-TABCAP,"NICOX 100MG",,,TAB_CAP,100MG,TAB,TAB,TAB,14.35,12,active,1
DOW-TABCAP,"DOWTOR TAB",,,TAB_CAP,,TAB,TAB,TAB,27.5,12,active,1
POL-TABCAP-002,"POLERGEN TAB",,,TAB_CAP,,TAB,TAB,TAB,33.93,12,active,1
ALE-20MG-TABCAP,"ALEPRAZIL 20MG TAB",,,TAB_CAP,20MG,TAB,TAB,TAB,79,12,active,1
AMV-80MG-TABCAP,"AMVART 5/80MG TAB",,,TAB_CAP,80MG,TAB,TAB,TAB,35.36,12,active,1
ANT-500MG-TABCAP,"ANTON 500MG TAB",,,TAB_CAP,500MG,TAB,TAB,TAB,51,12,active,1
HIP-40MG-TABCAP,"HIPOUR 40MG TAB",,,TAB_CAP,40MG,TAB,TAB,TAB,24.5,12,active,1
IFE-TABCAP,"I-FERMALT TAB",,,TAB_CAP,,TAB,TAB,TAB,38,12,active,1
SER-TABCAP,"SEROFER TAB",,,TAB_CAP,,TAB,TAB,TAB,17.67,12,active,1
FUN-TABCAP,"FUNGEX CAP",,,TAB_CAP,,TAB,TAB,TAB,113.25,12,active,1
PRE-50MG-TABCAP,"PRELIN 50MG CAP",,,TAB_CAP,50MG,TAB,TAB,TAB,24,12,active,1
DUE-500MG-TABCAP,"DUEL PLUS 50/500MG TAB",,,TAB_CAP,500MG,TAB,TAB,TAB,31.29,12,active,1
HAR-20MG-TABCAP,"HARRICAM 20MG TAB",,,TAB_CAP,20MG,TAB,TAB,TAB,18.5,12,active,1
NIS-TABCAP,"NISA B",,,TAB_CAP,,TAB,TAB,TAB,13.15,12,active,1
DOL-50MG-TABCAP,"DOLOGAB 50MG CAP",,,TAB_CAP,50MG,TAB,TAB,TAB,27.86,12,active,1
DOL-100MG-TABCAP,"DOLOGAB 100MG CAP",,,TAB_CAP,100MG,TAB,TAB,TAB,34.29,12,active,1
DOL-150MG-TABCAP,"DOLOGAB 150MG CAP",,,TAB_CAP,150MG,TAB,TAB,TAB,41.43,12,active,1
DOL-75MG-TABCAP,"DOLOGAB 75MG CAP",,,TAB_CAP,75MG,TAB,TAB,TAB,35.71,12,active,1
SIT-TABCAP-001,"SITA-MAT XR 50/500",,,TAB_CAP,,TAB,TAB,TAB,37.93,12,active,1
SIT-TABCAP-002,"SITA-MAT XR 50/1000",,,TAB_CAP,,TAB,TAB,TAB,42.71,12,active,1
SIT-TABCAP-003,"SITA-MAT XR 100/1000",,,TAB_CAP,,TAB,TAB,TAB,47.14,12,active,1
SIT-50MG-TABCAP-001,"SITA 50MG TAB",,,TAB_CAP,50MG,TAB,TAB,TAB,38.5,12,active,1
SIT-100MG-TABCAP,"SITA 100MG TAB",,,TAB_CAP,100MG,TAB,TAB,TAB,54.43,12,active,1
NOC-75MG-TABCAP,"NO CLOT 75/75MG TAB",,,TAB_CAP,75MG,TAB,TAB,TAB,25.4,12,active,1
NOC-300MG-TABCAP,"NO CLOT LD 300MG",,,TAB_CAP,300MG,TAB,TAB,TAB,48,12,active,1
NOC-75MG-TABCAP-001,"NO CLOT 75MG TAB",,,TAB_CAP,75MG,TAB,TAB,TAB,23.65,12,active,1
YTI-TABCAP,"YTIG PLUS TAB",,,TAB_CAP,,TAB,TAB,TAB,152.69999999999999,12,active,1
VAP-10MG-TABCAP,"VAPRAZEN 10MG TAB",,,TAB_CAP,10MG,TAB,TAB,TAB,26.57,12,active,1
VIR-TABCAP,"VIRATA TAB",,,TAB_CAP,,TAB,TAB,TAB,94.95,12,active,1
VEZ-10MG-TABCAP,"VEZITIC 10MG TAB",,,TAB_CAP,10MG,TAB,TAB,TAB,96.2,12,active,1
VEZ-5MG-TABCAP,"VEZITIC 5MG TAB",,,TAB_CAP,5MG,TAB,TAB,TAB,57.8,12,active,1
SIL-4MG-TABCAP,"SILDOSO 4MG TAB",,,TAB_CAP,4MG,TAB,TAB,TAB,28.75,12,active,1
SIL-8MG-TABCAP,"SILDOSO 8MG TAB",,,TAB_CAP,8MG,TAB,TAB,TAB,48.8,12,active,1
ORI-1MG-TABCAP,"ORINASE 1MG TAB",,,TAB_CAP,1MG,TAB,TAB,TAB,9.5,12,active,1
ORI-2MG-TABCAP,"ORINASE 2MG TAB",,,TAB_CAP,2MG,TAB,TAB,TAB,15.6,12,active,1
ORI-3MG-TABCAP,"ORINASE 3MG TAB",,,TAB_CAP,3MG,TAB,TAB,TAB,19.7,12,active,1
VAL-160MG-TABCAP-001,"VALAM 5/160MG TAB",,,TAB_CAP,160MG,TAB,TAB,TAB,39.57,12,active,1
VAL-160MG-TABCAP-002,"VALAM 10/160MG TAB",,,TAB_CAP,160MG,TAB,TAB,TAB,18.19,12,active,1
VAL-TABCAP,"VALAM H 5/160/12.5",,,TAB_CAP,,TAB,TAB,TAB,14.43,12,active,1
VAL-TABCAP-001,"VALAM H 10/160/12.5",,,TAB_CAP,,TAB,TAB,TAB,15.79,12,active,1
SIT-TABCAP-004,"SITA-MAT  100/1000",,,TAB_CAP,,TAB,TAB,TAB,42.14,12,active,1
SIT-TABCAP-005,"SITAMET 50/850 TAB",,,TAB_CAP,,TAB,TAB,TAB,37.93,12,active,1
SIT-TABCAP-006,"SITAMET 50/500 TAB",,,TAB_CAP,,TAB,TAB,TAB,35.71,12,active,1
MAX-0.4MG-TABCAP,"MAXFLOW D 0.5/0.4MG",,,TAB_CAP,0.4MG,TAB,TAB,TAB,105.099999999999994,12,active,1
GLU-TABCAP,"GLUCOVANCE 5/500",,,TAB_CAP,,TAB,TAB,TAB,8.53,12,active,1
GLU-TABCAP-001,"GLUCOVANCE 2.5/500",,,TAB_CAP,,TAB,TAB,TAB,5.43,12,active,1
GLU-1.25MG-TABCAP,"GLUCOVANCE 250/1.25MG",,,TAB_CAP,1.25MG,TAB,TAB,TAB,3.04,12,active,1
GLU-500MG-TABCAP,"GLUCOPHAGE XR 500MG TAB",,,TAB_CAP,500MG,TAB,TAB,TAB,7.23,12,active,1
GLU-750MG-TABCAP,"GLUCOPHAGE XR 750MG",,,TAB_CAP,750MG,TAB,TAB,TAB,11.5,12,active,1
GLU-1000MG-TABCAP,"GLUCOPHAGE  XR 1000MG",,,TAB_CAP,1000MG,TAB,TAB,TAB,12.029999999999999,12,active,1
GLU-250MG-TABCAP,"GLUCOPHAGE 250MG TAB",,,TAB_CAP,250MG,TAB,TAB,TAB,2.33,12,active,1
GLU-500MG-TABCAP-001,"GLUCOPHAGE 500MG TAB",,,TAB_CAP,500MG,TAB,TAB,TAB,4.09,12,active,1
SYN-TABCAP,"SYNFLEX-M TAB",,,TAB_CAP,,TAB,TAB,TAB,215,12,active,1
SYN-550MG-TABCAP,"SYNFLEX 550MG TAB",,,TAB_CAP,550MG,TAB,TAB,TAB,28,12,active,1
FLE-250MG-TABCAP,"FLEXIN 250MG TAB",,,TAB_CAP,250MG,TAB,TAB,TAB,13.4,12,active,1
FLE-500MG-TABCAP,"FLEXIN 500MG TAB",,,TAB_CAP,500MG,TAB,TAB,TAB,24.050000000000001,12,active,1
FRO-50MG-TABCAP,"FROBEN 50MG TAB",,,TAB_CAP,50MG,TAB,TAB,TAB,12.2,12,active,1
FRO-100MG-TABCAP,"FROBEN 100MG TAB",,,TAB_CAP,100MG,TAB,TAB,TAB,0,12,inactive,1
DUP-10MG-TABCAP,"DUPHASTAN 10MG TAB",,,TAB_CAP,10MG,TAB,TAB,TAB,62.5,12,active,1
BIS-TABCAP-001,"BISMOL TAB",,,TAB_CAP,,TAB,TAB,TAB,8.6,12,active,1
LEX-TABCAP,"LEXOBERON TAB",,,TAB_CAP,,TAB,TAB,TAB,7.02,12,active,1
BUS-TABCAP,"BUSCOPAN PLUS TAB",,,TAB_CAP,,TAB,TAB,TAB,12.5,12,active,1
NEU-TABCAP,"NEUROBION TAB",,,TAB_CAP,,TAB,TAB,TAB,12,12,active,1
BEC-TABCAP,"BECEFOL TAB",,,TAB_CAP,,TAB,TAB,TAB,6.33,12,active,1
IBR-TABCAP,"IBRET FOLIC TAB",,,TAB_CAP,,TAB,TAB,TAB,11,12,active,1
FEF-TABCAP,"FEFAN TAB",,,TAB_CAP,,TAB,TAB,TAB,1.83,12,active,1
FEF-TABCAP-001,"FEFAN DS TAB",,,TAB_CAP,,TAB,TAB,TAB,8.8,12,active,1
HID-TABCAP,"HIDRASIC SACHET",,,TAB_CAP,,TAB,TAB,TAB,92.5,12,active,1
ENT-TABCAP,"ENTAMIZOLE TAB",,,TAB_CAP,,TAB,TAB,TAB,8.2,12,active,1
ENT-TABCAP-001,"ENTAMIZOLE DS TAB",,,TAB_CAP,,TAB,TAB,TAB,16.13,12,active,1
SGL-TABCAP,"SGLNDROP D CAP",,,TAB_CAP,,TAB,TAB,TAB,18.33,12,active,1
GAN-TABCAP,GANATON,,,TAB_CAP,,TAB,TAB,TAB,28.83,12,active,1
CON-10MG-TABCAP,"CONCOR 10MG TAB",,,TAB_CAP,10MG,TAB,TAB,TAB,43.79,12,active,1
CON-2.5MG-TABCAP,"CONCOR 2.5MG",,,TAB_CAP,2.5MG,TAB,TAB,TAB,13.72,12,active,1
CON-5MG-TABCAP,"CONCOR 5MG TAB",,,TAB_CAP,5MG,TAB,TAB,TAB,24.91,12,active,1
BRU-TABCAP,"BRUFEN DUE TAB",,,TAB_CAP,,TAB,TAB,TAB,10.54,12,active,1
DEP-TABCAP,"DEPAX CAP",,,TAB_CAP,,TAB,TAB,TAB,20.1,12,active,1
PAR-TABCAP-001,"PARACETAM TAB",,,TAB_CAP,,TAB,TAB,TAB,21.27,12,active,1
VAN-12MG-TABCAP,"VANTICORT 400/12MG",,,TAB_CAP,12MG,TAB,TAB,TAB,15.33,12,active,1
VAN-6MG-TABCAP,"VANTICORT 200/6MG",,,TAB_CAP,6MG,TAB,TAB,TAB,12.4,12,active,1
FOR-TABCAP,"FORMIGET TAB 200",,,TAB_CAP,,TAB,TAB,TAB,12.97,12,active,1
FOR-TABCAP-001,"FORMIGET TAB 400",,,TAB_CAP,,TAB,TAB,TAB,15.63,12,active,1
TIO-TABCAP,"TIO-VEEZ CAP",,,TAB_CAP,,TAB,TAB,TAB,29.97,12,active,1
PRO-75MG-TABCAP,"PROTHIADIN 75MG TAB",,,TAB_CAP,75MG,TAB,TAB,TAB,5.47,12,active,1
PRO-25MG-TABCAP,"PROTHIADIN 25MG TAB",,,TAB_CAP,25MG,TAB,TAB,TAB,2.36,12,active,1
NOR-25MG-TABCAP,"NORMITAB 25MG TAB",,,TAB_CAP,25MG,TAB,TAB,TAB,3.61,12,active,1
NOR-100MG-TABCAP,"NORMITAB 100MG TAB",,,TAB_CAP,100MG,TAB,TAB,TAB,16.21,12,active,1
NOR-50MG-TABCAP,"NORMITAB 50MG TAB",,,TAB_CAP,50MG,TAB,TAB,TAB,9.36,12,active,1
NOR-20MG-TABCAP,"NORMISAR 20MG TAB",,,TAB_CAP,20MG,TAB,TAB,TAB,29,12,active,1
NOR-40MG-TABCAP,"NORMISAR 40MG TAB",,,TAB_CAP,40MG,TAB,TAB,TAB,19,12,active,1
THY-25MG-TABCAP,"THYRONORAM 25MG",,,TAB_CAP,25MG,TAB,TAB,TAB,2.3,12,active,1
THY-50MG-TABCAP,"THYRONORAM 50MG",,,TAB_CAP,50MG,TAB,TAB,TAB,2.67,12,active,1
THY-125MG-TABCAP,"THYRONORAM 125MG",,,TAB_CAP,125MG,TAB,TAB,TAB,3.67,12,active,1
ENF-TABCAP,"ENFLOR SACET",,,TAB_CAP,,TAB,TAB,TAB,86,12,active,1
PEL-TABCAP,"PELTON C TAB",,,TAB_CAP,,TAB,TAB,TAB,7.68,12,active,1
PEL-TABCAP-001,"PELTON E TAB",,,TAB_CAP,,TAB,TAB,TAB,8.85,12,active,1
PEL-TABCAP-002,"PELTON V TAB",,,TAB_CAP,,TAB,TAB,TAB,0.22,12,active,1
GLO-TABCAP,"GLOMIN TAB",,,TAB_CAP,,TAB,TAB,TAB,20,12,active,1
CLO-75MG-TABCAP,"CLOPID 75MG TAB",,,TAB_CAP,75MG,TAB,TAB,TAB,27.5,12,active,1
CLO-TABCAP,"CLOPID PLUS TAB",,,TAB_CAP,,TAB,TAB,TAB,47.7,12,active,1
DOW-TABCAP-001,"DOWSAL TAB",,,TAB_CAP,,TAB,TAB,TAB,15,12,active,1
COL-TABCAP,"COLOFAC TAB",,,TAB_CAP,,TAB,TAB,TAB,16.96,12,active,1
SER-5MG-TABCAP,"SERT 5MG TAB",,,TAB_CAP,5MG,TAB,TAB,TAB,45,12,active,1
SER-10MG-TABCAP,"SERT 10MG TAB",,,TAB_CAP,10MG,TAB,TAB,TAB,65,12,active,1
MYL-TABCAP,"MYLEXON TAB",,,TAB_CAP,,TAB,TAB,TAB,12.33,12,active,1
NOR-TABCAP,"NORMITAB PLUS TAB",,,TAB_CAP,,TAB,TAB,TAB,8.21,12,active,1
KLA-250MG-TABCAP,"KLARICID 250MG TAB",,,TAB_CAP,250MG,TAB,TAB,TAB,54.66,12,active,1
KLA-500MG-TABCAP,"KLARICID 500MG TAB",,,TAB_CAP,500MG,TAB,TAB,TAB,96,12,active,1
DOM-TABCAP-001,"DOMAL TAB",,,TAB_CAP,,TAB,TAB,TAB,9,12,active,1
DUR-30MG-TABCAP,"DURON 30MG TAB",,,TAB_CAP,30MG,TAB,TAB,TAB,40,12,active,1
PLA-TABCAP,"PLASIL TAB",,,TAB_CAP,,TAB,TAB,TAB,11.33,12,active,1
SPA-TABCAP-001,"SPASRID TAB",,,TAB_CAP,,TAB,TAB,TAB,11.2,12,active,1
AMP-5MG-TABCAP,"AMPRESS 5MG TAB",,,TAB_CAP,5MG,TAB,TAB,TAB,10,12,active,1
AMP-10MG-TABCAP,"AMPRESS 10MG TAB",,,TAB_CAP,10MG,TAB,TAB,TAB,20,12,active,1
TAM-0.4MG-TABCAP-001,"TAMSOL 0.4MG TAB",,,TAB_CAP,0.4MG,TAB,TAB,TAB,49.8,12,active,1
TAM-TABCAP,"TAMSOL D CAP",,,TAB_CAP,,TAB,TAB,TAB,106,12,active,1
PAN-TABCAP,"PANADOL TAB",,,TAB_CAP,,TAB,TAB,TAB,3.64,12,active,1
PAN-TABCAP-001,"PANADOL EXTRA TAB",,,TAB_CAP,,TAB,TAB,TAB,6,12,active,1
FLA-400MG-TABCAP,"FLAGYL 400MG TAB",,,TAB_CAP,400MG,TAB,TAB,TAB,4.76,12,active,1
PON-TABCAP,"PONSTAN TAB",,,TAB_CAP,,TAB,TAB,TAB,2.57,12,active,1
PON-TABCAP-001,"PONSTAN FORT TAB",,,TAB_CAP,,TAB,TAB,TAB,6.08,12,active,1
BON-0.5MCG-TABCAP,"BONE ONE 0.5MCG",,,TAB_CAP,0.5MCG,TAB,TAB,TAB,32.97,12,active,1
AMO-250MG-TABCAP,"AMOXIL 250MG CAP",,,TAB_CAP,250MG,TAB,TAB,TAB,10.43,12,active,1
AMO-500MG-TABCAP,"AMOXIL 500MG CAP",,,TAB_CAP,500MG,TAB,TAB,TAB,15.15,12,active,1
CAP-12.5MG-TABCAP,"CAPRIL 12.5MG",,,TAB_CAP,12.5MG,TAB,TAB,TAB,14,12,active,1
ARI-TABCAP,"ARINAC FORT TAB",,,TAB_CAP,,TAB,TAB,TAB,12.76,12,active,1
ARI-TABCAP-001,"ARINAC TAB",,,TAB_CAP,,TAB,TAB,TAB,3.15,12,active,1
GAB-50MG-TABCAP,"GABICA 50MG CAP",,,TAB_CAP,50MG,TAB,TAB,TAB,28.93,12,active,1
GAB-75MG-TABCAP,"GABICA 75MG CAP",,,TAB_CAP,75MG,TAB,TAB,TAB,45.36,12,active,1
GAB-150MG-TABCAP,"GABICA 150MG CAP",,,TAB_CAP,150MG,TAB,TAB,TAB,53.21,12,active,1
GAB-300MG-TABCAP,"GABICA 300MG CAP",,,TAB_CAP,300MG,TAB,TAB,TAB,105.36,12,active,1
JET-TABCAP,"JETAMOL T TAB",,,TAB_CAP,,TAB,TAB,TAB,23.33,12,active,1
PRO-5MG-TABCAP,"PROLEXA 5MG TAB",,,TAB_CAP,5MG,TAB,TAB,TAB,0,12,inactive,1
PRO-10MG-TABCAP,"PROLEXA 10MG TAB",,,TAB_CAP,10MG,TAB,TAB,TAB,0,12,inactive,1
PRO-20MG-TABCAP,"PROLEXA 20MG TAB",,,TAB_CAP,20MG,TAB,TAB,TAB,40,12,active,1
ALP-0.25MG-TABCAP,"ALP 0.25MG TAB",,,TAB_CAP,0.25MG,TAB,TAB,TAB,6.77,12,active,1
ALP-0.5MG-TABCAP,"ALP 0.5MG TAB",,,TAB_CAP,0.5MG,TAB,TAB,TAB,11.35,12,active,1
DOR-TABCAP,"DORMICUM TAB",,,TAB_CAP,,TAB,TAB,TAB,19.9,12,active,1
PAR-TABCAP-002,"PARAXYL CR",,,TAB_CAP,,TAB,TAB,TAB,37.5,12,active,1
HYG-100MG-TABCAP,"HYGAB 100MG CAP",,,TAB_CAP,100MG,TAB,TAB,TAB,78.56999999999999,12,active,1
LEX-TABCAP-001,"LEXOTANIL TAB",,,TAB_CAP,,TAB,TAB,TAB,12.36,12,active,1
NEU-0.5MG-TABCAP,"NEUXAM 0.5MG TAB",,,TAB_CAP,0.5MG,TAB,TAB,TAB,8.12,12,active,1
EKC-TABCAP,"EKCEL P TAB",,,TAB_CAP,,TAB,TAB,TAB,17.5,12,active,1
COL-TABCAP-001,"COLDREX TAB",,,TAB_CAP,,TAB,TAB,TAB,4.7,12,active,1
DEL-5MG-TABCAP,"DELTACATRIL 5MG TAB 100PK",,,TAB_CAP,5MG,TAB,TAB,TAB,2.85,12,active,1
TRY-TABCAP,"TRYPTANOL TAB",,,TAB_CAP,,TAB,TAB,TAB,1.95,12,active,1
FBX-40MG-TABCAP,"FBX 40MG TAB",,,TAB_CAP,40MG,TAB,TAB,TAB,34.85,12,active,1
REL-4MG-TABCAP,"RELXO 4MG TAB",,,TAB_CAP,4MG,TAB,TAB,TAB,24.25,12,active,1
LEV-50MG-TABCAP,"LEVOSAL 50MG TAB",,,TAB_CAP,50MG,TAB,TAB,TAB,23.010000000000002,12,active,1
DEX-30MG-TABCAP,"DEX D 30MG CAP",,,TAB_CAP,30MG,TAB,TAB,TAB,32,12,active,1
DEX-60MG-TABCAP,"DEXX D 60MG CAP",,,TAB_CAP,60MG,TAB,TAB,TAB,46.67,12,active,1
EXO-TABCAP,"EXOCAL TAB",,,TAB_CAP,,TAB,TAB,TAB,44.5,12,active,1
VIT-TABCAP,"VIT XA TAB",,,TAB_CAP,,TAB,TAB,TAB,63,12,active,1
CAR-50MG-TABCAP,"CARIN 50MG TAB",,,TAB_CAP,50MG,TAB,TAB,TAB,150,12,active,1
REB-20MG-TABCAP,"REBESOD 20MG TAB",,,TAB_CAP,20MG,TAB,TAB,TAB,41.8,12,active,1
PRE-TABCAP,"PRETIO TAB",,,TAB_CAP,,TAB,TAB,TAB,85,12,active,1
FOX-550MG-TABCAP,"FOXAMIN 550MG TAB",,,TAB_CAP,550MG,TAB,TAB,TAB,103.40000000000001,12,active,1
SUR-TABCAP,"SURBEX Z TAB",,,TAB_CAP,,TAB,TAB,TAB,17,12,active,1
OFT-TABCAP,"OFTIC TAB",,,TAB_CAP,,TAB,TAB,TAB,34,12,active,1
NIX-550MG-TABCAP,"NIXAF 550MG TAB",,,TAB_CAP,550MG,TAB,TAB,TAB,86.40000000000001,12,active,1
TIO-18MCG-TABCAP,"TIOVAIR 18MCG CAP",,,TAB_CAP,18MCG,TAB,TAB,TAB,26.67,12,active,1
SAC-50MG-TABCAP,"SACVIN 50MG TAB",,,TAB_CAP,50MG,TAB,TAB,TAB,50,12,active,1
SAC-100MG-TABCAP,"SACVIN 100MG TAB",,,TAB_CAP,100MG,TAB,TAB,TAB,75,12,active,1
SIT-500MG-TABCAP-002,"SITIZ M 50/500MG TAB",,,TAB_CAP,500MG,TAB,TAB,TAB,38.21,12,active,1
SIT-1000MG-TABCAP-002,"SITIZ M 50/1000MG TAB",,,TAB_CAP,1000MG,TAB,TAB,TAB,42.86,12,active,1
VAS-TABCAP,"VASTAREL MR",,,TAB_CAP,,TAB,TAB,TAB,34.24,12,active,1
JAZ-TABCAP,"JAZFEN TAB",,,TAB_CAP,,TAB,TAB,TAB,12.4,12,active,1
MOX-TABCAP,"MOXOLE SCH",,,TAB_CAP,,TAB,TAB,TAB,23.4,12,active,1
WIN-SACHET,"WINCRAN SCH",,,SACHET,,SACH,SACH,SACH,45,6,active,1
RIS-20MG-SACHET,"RISEK INSTA SCH 20MG",,,SACHET,20MG,SACH,SACH,SACH,24.49,6,active,1
RIS-40MG-SACHET,"RISEK INSTA SCH 40MG",,,SACHET,40MG,SACH,SACH,SACH,38.16,6,active,1
PAN-SACHET,"PANSITOL SCH",,,SACHET,,SACH,SACH,SACH,168,6,active,1
FOL-SACHET,"FOLITOL SCH",,,SACHET,,SACH,SACH,SACH,150,6,active,1
INF-SACHET,"INFERT F SCH",,,SACHET,,SACH,SACH,SACH,105,6,active,1
CAD-SACHET,"CADMAK SCH",,,SACHET,,SACH,SACH,SACH,48,6,active,1
MOZ-SACHET,"MOZOLE SCH",,,SACHET,,SACH,SACH,SACH,23.4,6,active,1
RUL-SACHET,"RULING SCH",,,SACHET,,SACH,SACH,SACH,38.75,6,active,1
MON-SACHET,"MONTISIM SCH",,,SACHET,,SACH,SACH,SACH,39,6,active,1
OPA-DROPS,"OPAT EYE DROP",,,DROPS,,DRP,DRP,DRP,439.18000000000001,2,active,1
EYE-DROPS,"EYEBRADEX DROP",,,DROPS,,DRP,DRP,DRP,270,2,active,1
