sku,name,generic_name,brand_name,category_code,strength,base_unit_abbreviation,purchase_unit_abbreviation,dispensing_unit_abbreviation,selling_price,reorder_level,status,manage_stock
OXY-200MG-TABCAP,"OXYCLOR 200MG TAB",,,TAB_CAP,200MG,TAB,TAB,TAB,15.95,10,active,1
PYL-500MG-TABCAP,"PYLOCLAR 500MG TAB",,,TAB_CAP,500MG,TAB,TAB,TAB,98.2,10,active,1
POL-100MG-TABCAP,"POLYMALT 100MG TAB",,,TAB_CAP,100MG,TAB,TAB,TAB,15.37,10,active,1
PER-2GM-INJ,"PERACEF 2GM INJ",,,INJ,2GM,INJ,INJ,INJ,695,10,active,1
SPI-40MG-TABCAP,"SPIROMIDE 40MG",,,TAB_CAP,40MG,TAB,TAB,TAB,13,10,active,1
DIC-50MG-TABCAP,"DICLORAN 50MG",,,TAB_CAP,50MG,TAB,TAB,TAB,12.17,10,active,1
GAB-100MG-TABCAP-001,"GABAPINTIN 100MG",,,TAB_CAP,100MG,TAB,TAB,TAB,15,10,active,1
LIB-TABCAP,"LIBREX TAB",,,TAB_CAP,,TAB,TAB,TAB,10,10,active,1
INO-0.5MG-TABCAP-001,"inograf 0.5mg",,,TAB_CAP,0.5MG,TAB,TAB,TAB,51,10,active,1
ING-1MG-TABCAP,"INGRAF 1MG",,,TAB_CAP,1MG,TAB,TAB,TAB,56,10,active,1
PAN-SYP-001,"panadol drop",,,SYP,,SYP,SYP,SYP,87,10,active,1
CIP-TABCAP-002,"cipol n100mg",,,TAB_CAP,,TAB,TAB,TAB,200,10,active,1
PRO-TABCAP-005,"progyloton tab",,,TAB_CAP,,TAB,TAB,TAB,43,10,active,1
GAB-100MG-TABCAP-002,"GABIX 100MG CAP",,,TAB_CAP,100MG,TAB,TAB,TAB,14.81,10,active,1
EPA-INJ,"EPAIO 4000 UNIT INJ",,,INJ,,INJ,INJ,INJ,2151,10,active,1
TEN-25MG-TABCAP,"TENORMIN 25 MG",,,TAB_CAP,25MG,TAB,TAB,TAB,8,10,active,1
EPI-4000IU-INJ,"EPIAO 4000IU INJ",,,INJ,4000IU,INJ,INJ,INJ,2151,10,active,1
MAS-MISC,"MASK  SIMPLE",,,MISC,,PC,PC,PC,10,10,active,1
TAB-1MG-TABCAP,"TAB INOGRAF 1MG",,,TAB_CAP,1MG,TAB,TAB,TAB,75,10,active,1
VIT-6MG-TABCAP,"vita 6mg",,,TAB_CAP,6MG,TAB,TAB,TAB,4,10,active,1
INS-INJ-001,"insoget 70/30",,,INJ,,INJ,INJ,INJ,900,10,active,1
NEO-100MG-TABCAP,"NEOGAB 100MG CAP",,,TAB_CAP,100MG,TAB,TAB,TAB,24.78,10,active,1
DET-MISC,"detktrain gel",,,MISC,,PC,PC,PC,215,10,active,1
CIP-SYP,"cipesta syp 125",,,SYP,,SYP,SYP,SYP,160,10,active,1
INS-INJ-002,"insolin r inj",,,INJ,,INJ,INJ,INJ,9,10,active,1
BON-0.5MG-TABCAP-001,"BONRITE 0.5MG TAB",,,TAB_CAP,0.5MG,TAB,TAB,TAB,15,10,active,1
CRE-MISC-003,"CREPE BANDAGE 4""",,,MISC,,PC,PC,PC,199,10,active,1
GRI-150ML-MISC,"GRIPE WATER 150ML",,,MISC,150ML,PC,PC,PC,125,10,active,1
PAE-500ML-MISC,"PAEDICRE ORANGE 500ML",,,MISC,500ML,PC,PC,PC,160.94999999999999,10,active,1
PUL-SYP,"PULMONOL SYP",,,SYP,,SYP,SYP,SYP,200,10,active,1
BRU-200MG-TABCAP,"BRUFEN 200 MG TAB",,,TAB_CAP,200MG,TAB,TAB,TAB,4.38,10,active,1
IBR-SYP,"IBRET-500 SYP",,,SYP,,SYP,SYP,SYP,152,10,active,1
RON-SYP,"RONDEC C SYP",,,SYP,,SYP,SYP,SYP,183,10,active,1
TRO-DROPS,"TRONOLANE CREAM",,,DROPS,,DRP,DRP,DRP,290,10,active,1
ABO-TABCAP,"ABOCAL TAB",,,TAB_CAP,,TAB,TAB,TAB,35.1,10,active,1
RAS-50GM-DROPS,"RASHNIL 50GM CREAM",,,DROPS,50GM,DRP,DRP,DRP,280,10,active,1
SUR-TABCAP-001,SURBEX-T,,,TAB_CAP,,TAB,TAB,TAB,10,10,active,1
FEB-500MG-TABCAP,"FEBROL 500 MG TAB",,,TAB_CAP,500MG,TAB,TAB,TAB,3.54,10,active,1
MIC-MISC,"micro drip extension tube",,,MISC,,PC,PC,PC,450,10,active,1
MOX-DROPS,"MOXICIN EYE DROP",,,DROPS,,DRP,DRP,DRP,290,10,active,1
RIG-MISC,"RIGHT SILKROLL",,,MISC,,PC,PC,PC,100,10,active,1
TIS-MISC,"TISSUE POUCHE",,,MISC,,PC,PC,PC,350,10,active,1
DAY-MISC,"DAYMAC VAL CREAM",,,MISC,,PC,PC,PC,433,10,active,1
TEA-DROPS-001,"tears plus  drop",,,DROPS,,DRP,DRP,DRP,96,10,active,1
MIS-DROPS,"MI STATE DROPS",,,DROPS,,DRP,DRP,DRP,120,10,active,1
OBS-40MG-MISC,"OBSOZOLE 40MG I.V",,,MISC,40MG,PC,PC,PC,431,10,active,1
DOP-SYP,"DOPLAC SYP",,,SYP,,SYP,SYP,SYP,265,10,active,1
RED-MISC,"REDIPLEX ORS SACHET",,,MISC,,PC,PC,PC,30,10,active,1
KAN-DROPS,"KANADEX N CREAM",,,DROPS,,DRP,DRP,DRP,100,10,active,1
KHA-MISC,"KHAKI LIFAFA ENVELOPE",,,MISC,,PC,PC,PC,1.2,10,active,1
DIC-DROPS,"DICLOFIL GEL",,,DROPS,,DRP,DRP,DRP,95,10,active,1
CTV-TABCAP,"CTV TAB",,,TAB_CAP,,TAB,TAB,TAB,5.5,10,active,1
SOD-TABCAP,"SODAMINT TAB",,,TAB_CAP,,TAB,TAB,TAB,3,10,active,1
DIC-DROPS-001,"DICLORAN GEL",,,DROPS,,DRP,DRP,DRP,255,10,active,1
GRA-250MG-INJ,"GRASIL 250MG INJ",,,INJ,250MG,INJ,INJ,INJ,265,10,active,1
LAG-150ML-SYP,"LAGITA ADVANCE 150ML SUS",,,SYP,150ML,SYP,SYP,SYP,280,10,active,1
NOV-250MG-TABCAP,"NOVIDATE 250MG TAB",,,TAB_CAP,250MG,TAB,TAB,TAB,26,10,active,1
ROL-100MG-TABCAP,"ROLAC 100MG CAP",,,TAB_CAP,100MG,TAB,TAB,TAB,103.75,10,active,1
SAM-3MG-TABCAP,"SAMBRO 3MG TAB",,,TAB_CAP,3MG,TAB,TAB,TAB,8,10,active,1
TAP-75MG-TABCAP,"TAPENTO IR 75MG TAB",,,TAB_CAP,75MG,TAB,TAB,TAB,42.5,10,active,1
TON-TABCAP,"TONOFLEX P TAB",,,TAB_CAP,,TAB,TAB,TAB,22.75,10,active,1
NTF-150MG-TABCAP,"NT-FUNGAL 150MG CAP",,,TAB_CAP,150MG,TAB,TAB,TAB,237.58000000000001,10,active,1
NAL-INJ,"NALBUWEL INJ",,,INJ,,INJ,INJ,INJ,98,10,active,1
ELU-INJ,"ELUSEN (FRUSEMIDE) INJ",,,INJ,,INJ,INJ,INJ,23.23,10,active,1
ELP-INJ,"ELPOMIDE INJ",,,INJ,,INJ,INJ,INJ,10.17,10,active,1
MED-DROPS,"MEDILACT PAEDS 18%",,,DROPS,,DRP,DRP,DRP,102.37,10,active,1
NAS-MISC,"NASAL CANNULA (ADULT)",,,MISC,,PC,PC,PC,200,10,active,1
HEP-5ML-INJ,"HEPARIN 5ML INJ",,,INJ,5ML,INJ,INJ,INJ,26.88,10,active,1
GAB-300MG-TABCAP-001,"gabix 300mg",,,TAB_CAP,300MG,TAB,TAB,TAB,38.97,10,active,1
COD-DROPS-002,"co- drozol drop",,,DROPS,,DRP,DRP,DRP,1260,10,active,1
BON-0.5MG-TABCAP-002,"BON ONE 0.5MG TAB",,,TAB_CAP,0.5MG,TAB,TAB,TAB,32.97,10,active,1
DEX-DROPS-002,"DEXATOP DROP",,,DROPS,,DRP,DRP,DRP,224,10,active,1
MEG-20MG-TABCAP,"MEGAVASTIN 20MG",,,TAB_CAP,20MG,TAB,TAB,TAB,23,10,active,1
SAB-26MG-TABCAP,"SABSAR 24+26MG TAB",,,TAB_CAP,26MG,TAB,TAB,TAB,46,10,active,1
SAB-51MG-TABCAP,"SABSAR 49+51 MG TAB",,,TAB_CAP,51MG,TAB,TAB,TAB,60.060000000000002,10,active,1
TRA-TABCAP,"TRAMCET TAB",,,TAB_CAP,,TAB,TAB,TAB,18.18,10,active,1
ROM-3MG-TABCAP,"ROMAIZ 3MG TAB",,,TAB_CAP,3MG,TAB,TAB,TAB,5.9,10,active,1
ALP-0.5MG-TABCAP-001,"ALPHA PLUS 0.5MG TAB",,,TAB_CAP,0.5MG,TAB,TAB,TAB,21.9,10,active,1
MES-INJ,"MESAFER INJ",,,INJ,,INJ,INJ,INJ,335,10,active,1
HIS-30MG-TABCAP,"HISOZOL 30MG CAP",,,TAB_CAP,30MG,TAB,TAB,TAB,28,10,active,1
MEP-40MG-INJ,"MEP-MED 40MG INJ",,,INJ,40MG,INJ,INJ,INJ,570,10,active,1
EZI-TABCAP,"EZIMOL TAB",,,TAB_CAP,,TAB,TAB,TAB,16.8,10,active,1
RAB-20MG-TABCAP-001,"RABESOD 20MG TAB",,,TAB_CAP,20MG,TAB,TAB,TAB,44.5,10,active,1
FOL-TABCAP,"FOLIC ACID",,,TAB_CAP,,TAB,TAB,TAB,3,10,active,1
FRU-MISC,"FRUTIOCAL SACHETS",,,MISC,,PC,PC,PC,17,10,active,1
DAV-TABCAP-001,"DAVICOBAL TAB",,,TAB_CAP,,TAB,TAB,TAB,8.17,10,active,1
DAV-SYP,"DAVIZIN SYP",,,SYP,,SYP,SYP,SYP,90,10,active,1
ING-1MG-TABCAP-001,"ingraf 1mg tabs",,,TAB_CAP,1MG,TAB,TAB,TAB,83,10,active,1
LAM-25MG-TABCAP-002,"LAMITOR 25MG TAB",,,TAB_CAP,25MG,TAB,TAB,TAB,17.79,10,active,1
MES-INJ-001,"MESAFER INJ I",,,INJ,,INJ,INJ,INJ,335,10,active,1
RIT-MISC,"RITEBERY SACHET",,,MISC,,PC,PC,PC,44.5,10,active,1
CAL-160MG-TABCAP,"CALARB 10/160MG TAB",,,TAB_CAP,160MG,TAB,TAB,TAB,36.43,10,active,1
CAL-80MG-TABCAP,"CALARB 5/80MG TAB",,,TAB_CAP,80MG,TAB,TAB,TAB,24.29,10,active,1
IRO-TABCAP,"IROVIT-F TAB",,,TAB_CAP,,TAB,TAB,TAB,24.5,10,active,1
ROO-TABCAP,"ROOL-10K CAP",,,TAB_CAP,,TAB,TAB,TAB,28,10,active,1
THI-4MG-TABCAP,"THIOVAR 4MG CAP",,,TAB_CAP,4MG,TAB,TAB,TAB,36,10,active,1
VAR-1000MG-TABCAP,"VARI-VIL 50/1000MG TAB",,,TAB_CAP,1000MG,TAB,TAB,TAB,35,10,active,1
VAR-500MG-TABCAP,"VARI-VIL 50/500MG TAB",,,TAB_CAP,500MG,TAB,TAB,TAB,33.75,10,active,1
VAR-850MG-TABCAP,"VARI-VIL 50/850MG TAB",,,TAB_CAP,850MG,TAB,TAB,TAB,34.29,10,active,1
MET-INJ-001,"METVAIL INFU",,,INJ,,INJ,INJ,INJ,135,10,active,1
ABE-MISC,"A/BELT(L) AID",,,MISC,,PC,PC,PC,1200,10,active,1
KEM-INJ,"KEMEDEX INJ",,,INJ,,INJ,INJ,INJ,20,10,active,1
SAN-MISC-004,"SANI PLAST",,,MISC,,PC,PC,PC,4,10,active,1
NOR-0.5MG-TABCAP,"NORESTRA 2/0.5MG TAB",,,TAB_CAP,0.5MG,TAB,TAB,TAB,20.23,10,active,1
ROX-20MG-TABCAP,"ROXAB 20MG TAB",,,TAB_CAP,20MG,TAB,TAB,TAB,98.56999999999999,10,active,1
LAB-TABCAP,LABITALOL,,,TAB_CAP,,TAB,TAB,TAB,13.5,10,active,1
CIM-500MG-INJ,"CIMIKAN 500MG",,,INJ,500MG,INJ,INJ,INJ,340,10,active,1
KIN-INJ,"K INJ",,,INJ,,INJ,INJ,INJ,130,10,active,1
FER-SYP,"FER-XIO SYP",,,SYP,,SYP,SYP,SYP,450,10,active,1
MXF-TABCAP,"MXFOLATE TAB",,,TAB_CAP,,TAB,TAB,TAB,60,10,active,1
QSA-50MG-TABCAP-001,"QSARTAN 50MG TAB",,,TAB_CAP,50MG,TAB,TAB,TAB,18.4,10,active,1
OBR-DROPS,"OBREX EYE DROPS",,,DROPS,,DRP,DRP,DRP,200,10,active,1
VEF-DROPS,"VEFLOX EYE DROPS",,,DROPS,,DRP,DRP,DRP,127.51000000000001,10,active,1
CLE-INJ,"CLEXIN 4000UNIT INJ",,,INJ,,INJ,INJ,INJ,792,10,active,1
GLI-TABCAP,"GLINDINE E2 TAB",,,TAB_CAP,,TAB,TAB,TAB,1199,10,active,1
MOX-DROPS-001,"MOXIGAN EYE DROPS",,,DROPS,,DRP,DRP,DRP,380,10,active,1
NIF-30MG-TABCAP,"NIFINE C.C 30MG TAB",,,TAB_CAP,30MG,TAB,TAB,TAB,19.65,10,active,1
KET-TABCAP,"KETO CELL TAB",,,TAB_CAP,,TAB,TAB,TAB,50,10,active,1
INO-2.5MG-TABCAP,"INOGRAF 2.5MG",,,TAB_CAP,2.5MG,TAB,TAB,TAB,208.31999999999999,10,active,1
INO-2.5MG-TABCAP-001,"INOGRAF TAB 2.5MG",,,TAB_CAP,2.5MG,TAB,TAB,TAB,208.31999999999999,10,active,1
VOL-TABCAP,"VOLTRAL 50 TAB",,,TAB_CAP,,TAB,TAB,TAB,12.97,10,active,1
MED-SYP,"MEDICS DIAPECT SYP",,,SYP,,SYP,SYP,SYP,325,10,active,1
INS-INJ-003,"INSUGET R",,,INJ,,INJ,INJ,INJ,970,10,active,1
LIL-SYP,"LILAC SYP",,,SYP,,SYP,SYP,SYP,282.41000000000003,10,active,1
RIS-40MG-INJ,"RISEK 40MG INJ",,,INJ,40MG,INJ,INJ,INJ,530,10,active,1
SAL-MISC,"SALBO HFA100",,,MISC,,PC,PC,PC,376.25,10,active,1
XAL-MISC,"XALTIDE HFA 100",,,MISC,,PC,PC,PC,802.5,10,active,1
API-SYP-001,"APIZYT SYP",,,SYP,,SYP,SYP,SYP,398,10,active,1
VID-TABCAP,"VIDA-Z TAB",,,TAB_CAP,,TAB,TAB,TAB,30.68,10,active,1
LAC-100MG-TABCAP,"LACOSTA 100MG TAB",,,TAB_CAP,100MG,TAB,TAB,TAB,45,10,active,1
CAL-MISC,"CALOX SACHET",,,MISC,,PC,PC,PC,35,10,active,1
LET-2.5MG-TABCAP-001,"LETROPERK 2.5MG TAB",,,TAB_CAP,2.5MG,TAB,TAB,TAB,200,10,active,1
TAR-DROPS,"tarisin drop",,,DROPS,,DRP,DRP,DRP,370,10,active,1
30C-MISC-001,"30cc SYRINGE",,,MISC,,PC,PC,PC,70,10,active,1
ULF-40MG-TABCAP,"ULFARID 40MG TAB",,,TAB_CAP,40MG,TAB,TAB,TAB,22.8,10,active,1
CIP-500MG-TABCAP-002,"CIPRODAY 500MG TAB",,,TAB_CAP,500MG,TAB,TAB,TAB,38.8,10,active,1
ULF-20MG-TABCAP,"ULFARID 20MG TAB",,,TAB_CAP,20MG,TAB,TAB,TAB,12.82,10,active,1
BER-MISC,"BERRYLAQ SACHET",,,MISC,,PC,PC,PC,40,10,active,1
GRO-INJ,"GROW-D INJ",,,INJ,,INJ,INJ,INJ,198,10,active,1
KAM-5MG-TABCAP,"KAMPRO 5MG",,,TAB_CAP,5MG,TAB,TAB,TAB,6,10,active,1
TOB-DROPS,"TOBREX DROP",,,DROPS,,DRP,DRP,DRP,437,10,active,1
KEM-TABCAP,"KEMPRO TAB",,,TAB_CAP,,TAB,TAB,TAB,5.15,10,active,1
VIS-250MG-TABCAP,"VISTAMIN 250MG TAB",,,TAB_CAP,250MG,TAB,TAB,TAB,90.5,10,active,1
CRA-MISC,"CRAN BAR SACHET",,,MISC,,PC,PC,PC,39,10,active,1
BIF-MISC,"BIFILUS SACHET",,,MISC,,PC,PC,PC,108,10,active,1
QRF-MISC,"QRF ORS SACHET",,,MISC,,PC,PC,PC,30,10,active,1
BES-TABCAP,"BESQUIL CAP",,,TAB_CAP,,TAB,TAB,TAB,11.5,10,active,1
CAL-MISC-001,"CALAMINE LOTION",,,MISC,,PC,PC,PC,167.19999999999999,10,active,1
VIS-TABCAP,"VISTAMIN TAB",,,TAB_CAP,,TAB,TAB,TAB,91,10,active,1
BEL-MISC,"BELIEVIA EASYGLUCO AUTO CODING STRIPS",,,MISC,,PC,PC,PC,905,10,active,1
LPN-MISC,"LP NEDEEL S",,,MISC,,PC,PC,PC,350,10,active,1
PKM-TABCAP-001,"PK- MERZ",,,TAB_CAP,,TAB,TAB,TAB,46.6,10,active,1
GAV-SYP-001,"GAVISCON ADVANCE",,,SYP,,SYP,SYP,SYP,380,10,active,1
GAV-SYP-002,"GAVISCON LIQUID",,,SYP,,SYP,SYP,SYP,280,10,active,1
PRO-50MG-TABCAP,"PROLIFEN 50MG CAP",,,TAB_CAP,50MG,TAB,TAB,TAB,693,10,active,1
CAC-MISC,"CAC 1000 PLUS",,,MISC,,PC,PC,PC,300,10,active,1
AIR-MISC,"AIR CUSSION M/CARE",,,MISC,,PC,PC,PC,1150,10,active,1
HOT-MISC,"HOT & COLD PACK",,,MISC,,PC,PC,PC,700,10,active,1
CAL-INJ,"CALCIUM INJ",,,INJ,,INJ,INJ,INJ,50,10,active,1
DAN-TABCAP,DANZOL,,,TAB_CAP,,TAB,TAB,TAB,52.17,10,active,1
NOV-200MG-INJ,"NOVIDATE 200MG INJ",,,INJ,200MG,INJ,INJ,INJ,310,10,active,1
GUL-MISC,"gulab arak",,,MISC,,PC,PC,PC,40,10,active,1
MAX-TABCAP,"MAXFLOW CAP",,,TAB_CAP,,TAB,TAB,TAB,70.5,10,active,1
10L-INJ,"10 LAC INJ",,,INJ,,INJ,INJ,INJ,60,10,active,1
FEM-DROPS,"femicon drop",,,DROPS,,DRP,DRP,DRP,163,10,active,1
OGA-DROPS,"ogate drop",,,DROPS,,DRP,DRP,DRP,350,10,active,1
MOX-400MG-TABCAP-002,"MOXIMAX TAB 400MG",,,TAB_CAP,400MG,TAB,TAB,TAB,496.72000000000003,10,active,1
MOX-TABCAP-001,"MOXIMAC TAB",,,TAB_CAP,,TAB,TAB,TAB,99.34,10,active,1
JES-TABCAP,"JESPRAM TAB",,,TAB_CAP,,TAB,TAB,TAB,39.29,10,active,1
FUS-MISC,FUSINEX-B,,,MISC,,PC,PC,PC,383,10,active,1
HYG-75MG-TABCAP,"HYGAB 75MG CAP",,,TAB_CAP,75MG,TAB,TAB,TAB,380,10,active,1
JEX-500MG-TABCAP,"JEXIN 500MG TAB",,,TAB_CAP,500MG,TAB,TAB,TAB,50.2,10,active,1
MPI-MISC,"M PIRO GEL",,,MISC,,PC,PC,PC,230,10,active,1
BEN-1000000IU-INJ,"BENZYL PENICILLIN 1000000 IU INJ",,,INJ,1000000IU,INJ,INJ,INJ,50,10,active,1
NEL-MISC-001,"NELATON TUBE 18",,,MISC,,PC,PC,PC,100,10,active,1
DEL-INJ,"DELTA SOLONE INJ",,,INJ,,INJ,INJ,INJ,20,10,active,1
PAI-100ML-INJ,"PAINSTOP 3*100ML INJ",,,INJ,100ML,INJ,INJ,INJ,55,10,active,1
DIO-INJ,"DIOMINE INJ",,,INJ,,INJ,INJ,INJ,20,10,active,1
ALC-MISC,"ALCOHOL SWAB COMFORT",,,MISC,,PC,PC,PC,10,10,active,1
ACE-500MG-TABCAP,"ACETADOL 500MG TAB",,,TAB_CAP,500MG,TAB,TAB,TAB,5,10,active,1
NAV-400MG-TABCAP,"NAVILOX 400MG TAB",,,TAB_CAP,400MG,TAB,TAB,TAB,105,10,active,1
COA-SYP,"CO AMOXI SYP",,,SYP,,SYP,SYP,SYP,205.44,10,active,1
COA-SYP-001,"CO AMOXI DS SYP",,,SYP,,SYP,SYP,SYP,290.69,10,active,1
CIP-500MG-TABCAP-003,"CIPROQUINE 500MG TAB",,,TAB_CAP,500MG,TAB,TAB,TAB,39.22,10,active,1
ESA-40MG-TABCAP,"E SANTE 40MG CAP",,,TAB_CAP,40MG,TAB,TAB,TAB,32.42,10,active,1
BRO-2.5MG-TABCAP,"brotin 2.5mg",,,TAB_CAP,2.5MG,TAB,TAB,TAB,22.050000000000001,10,active,1
AQU-MISC,"AQUAZOLE CREAM",,,MISC,,PC,PC,PC,240,10,active,1
CAL-1000MG-TABCAP,"CALAMOX 1000MG TAB",,,TAB_CAP,1000MG,TAB,TAB,TAB,49.11,10,active,1
CAL-156.25ML-SYP,"CALAMOX 156.25ML SYP",,,SYP,156.25ML,SYP,SYP,SYP,205.44,10,active,1
CAL-SYP-003,"CALAMOX DS SYP",,,SYP,,SYP,SYP,SYP,333.83999999999997,10,active,1
DRO-500MG-TABCAP,"DROMAX 500MG CAP",,,TAB_CAP,500MG,TAB,TAB,TAB,32,10,active,1
ITC-MISC,"IT CAL-C SACHET",,,MISC,,PC,PC,PC,20,10,active,1
LIN-600MG-INJ,"LINCOLAC 600MG INJ",,,INJ,600MG,INJ,INJ,INJ,33.4,10,active,1
ORS-MISC,"ORS  SACHET (AXIS)",,,MISC,,PC,PC,PC,30,10,active,1
OXY-INJ,"OXYTOCIN-10 INJ",,,INJ,,INJ,INJ,INJ,20,10,active,1
SPA-INJ-002,"SPASFON INJ",,,INJ,,INJ,INJ,INJ,189.5,10,active,1
SPA-TABCAP-002,"SPASFON TAB",,,TAB_CAP,,TAB,TAB,TAB,48.36,10,active,1
INJ-INJ,"INJ D",,,INJ,,INJ,INJ,INJ,300,10,active,1
FAZ-75MG-TABCAP,"FAZOGAB 75MG CAP",,,TAB_CAP,75MG,TAB,TAB,TAB,33.36,10,active,1
TOB-DROPS-001,"TOBRA EYE DROPS",,,DROPS,,DRP,DRP,DRP,195,10,active,1
RIF-550MG-TABCAP,"RIFAXA 550MG TAB",,,TAB_CAP,550MG,TAB,TAB,TAB,103,10,active,1
EMA-TABCAP,EMAXLON,,,TAB_CAP,,TAB,TAB,TAB,88.55,10,active,1
FUM-25MG-TABCAP,"FUMIC TAB 25MG",,,TAB_CAP,25MG,TAB,TAB,TAB,19,10,active,1
CAL-SACHET,"CALVIS-C SACHET",,,SACHET,,SACH,SACH,SACH,18,10,active,1
LAN-MISC,LANCET,,,MISC,,PC,PC,PC,2,10,active,1
MED-1000ML-MISC,"MEDISOL D/W 10% 1000ML",,,MISC,1000ML,PC,PC,PC,182,10,active,1
MED-500ML-MISC,"MEDISOL 5% 500ML",,,MISC,500ML,PC,PC,PC,120.78,10,active,1
MED-1000ML-MISC-001,"MEDISOL 5% 1000ML",,,MISC,1000ML,PC,PC,PC,156,10,active,1
FAD-20MG-TABCAP,"FADEP 20MG CAP",,,TAB_CAP,20MG,TAB,TAB,TAB,10.8,10,active,1
MAG-TABCAP-001,"MAGCOBAL TAB",,,TAB_CAP,,TAB,TAB,TAB,107.099999999999994,10,active,1
VIB-100MG-TABCAP,"VIBCIN 100MG CAP",,,TAB_CAP,100MG,TAB,TAB,TAB,67.099999999999994,10,active,1
FLU-150MG-TABCAP,"FLUMAG 150MG CAP",,,TAB_CAP,150MG,TAB,TAB,TAB,250,10,active,1
FYR-MISC,"FYRISUM H CREAM",,,MISC,,PC,PC,PC,350,10,active,1
TOR-120ML-SYP,"TOREX DM 120ML SYP",,,SYP,120ML,SYP,SYP,SYP,160,10,active,1
TEX-120ML-SYP,"TEXCOL DM 120ML SYP",,,SYP,120ML,SYP,SYP,SYP,160,10,active,1
ALF-0.5MG-TABCAP-001,"ALFARAS 0.5MG TAB",,,TAB_CAP,0.5MG,TAB,TAB,TAB,31.93,10,active,1
CAT-INJ,"CATEX N INFU",,,INJ,,INJ,INJ,INJ,243,10,active,1
KET-INJ,"KETMAY INJ",,,INJ,,INJ,INJ,INJ,183.16,10,active,1
MAG-0.5MG-TABCAP,"magura 0.5mg",,,TAB_CAP,0.5MG,TAB,TAB,TAB,4.46,10,active,1
ECA-INJ,"ECASIL600MG INF",,,INJ,,INJ,INJ,INJ,920,10,active,1
MAG-2MG-TABCAP,"MAGURA 2MG TAB",,,TAB_CAP,2MG,TAB,TAB,TAB,8.95,10,active,1
NOV-INJ-001,"NOVEMOL INF",,,INJ,,INJ,INJ,INJ,300,10,active,1
SAN-MISC-005,SANIPLAST,,,MISC,,PC,PC,PC,5,10,active,1
BIF-160MG-TABCAP,"BIFORGE 10/160MG TAB",,,TAB_CAP,160MG,TAB,TAB,TAB,19,10,active,1
BIF-160MG-TABCAP-001,"BIFORGE 5/160MG TAB",,,TAB_CAP,160MG,TAB,TAB,TAB,16,10,active,1
BIF-80MG-TABCAP,"BIFORGE 5/80MG TAB",,,TAB_CAP,80MG,TAB,TAB,TAB,15,10,active,1
TRI-TABCAP-002,"TRIFORGE 10/160/25 TAB",,,TAB_CAP,,TAB,TAB,TAB,17,10,active,1
AVS-5MG-TABCAP,"AVSAR 80/5 MG TAB",,,TAB_CAP,5MG,TAB,TAB,TAB,30,10,active,1
DRO-250MG-SYP,"DROMAX 250MG SYP",,,SYP,250MG,SYP,SYP,SYP,340,10,active,1
FAM-150MG-INJ,"FAMILA 150MG INJ",,,INJ,150MG,INJ,INJ,INJ,174.12,10,active,1
FAM-TABCAP,"FAMILA 28F TAB",,,TAB_CAP,,TAB,TAB,TAB,1.7,10,active,1
FLY-15GM-MISC,"FLYTRO 15G CREAM",,,MISC,15GM,PC,PC,PC,164,10,active,1
STM-200MG-TABCAP,"S.T MOM 200MG TAB",,,TAB_CAP,200MG,TAB,TAB,TAB,19.35,10,active,1
CAL-625MG-TABCAP,"CALAMOX 625MG TAB",,,TAB_CAP,625MG,TAB,TAB,TAB,38.81,10,active,1
KKO-INJ,"K-KORT INJ",,,INJ,,INJ,INJ,INJ,140,10,active,1
NAS-15MG-TABCAP,"NASSA 15MG TAB",,,TAB_CAP,15MG,TAB,TAB,TAB,30,10,active,1
LED-SYP,"LEDERPLEX LIQUID",,,SYP,,SYP,SYP,SYP,182,10,active,1
SME-SACHET,"SMECTA POWDER",,,SACHET,,SACH,SACH,SACH,37,10,active,1
ZIN-SYP,"ZINCAT OD SYP",,,SYP,,SYP,SYP,SYP,140,10,active,1
TAS-20MG-TABCAP,"TASML 20MG TAB",,,TAB_CAP,20MG,TAB,TAB,TAB,20.6,10,active,1
BET-MISC-001,"BETADERM LOTION",,,MISC,,PC,PC,PC,147.78999999999999,10,active,1
EST-20MG-TABCAP,"ESTID 20MG TAB",,,TAB_CAP,20MG,TAB,TAB,TAB,46.43,10,active,1
VIG-100MG-TABCAP,"vigra  tab 100mg",,,TAB_CAP,100MG,TAB,TAB,TAB,350,10,active,1
LAR-500MG-INJ,"larace inj 500mg",,,INJ,500MG,INJ,INJ,INJ,434,10,active,1
EPI-500MG-INJ,"epival inj 500mg",,,INJ,500MG,INJ,INJ,INJ,238,10,active,1
VIG-TABCAP,VIGRA,,,TAB_CAP,,TAB,TAB,TAB,166.66,10,active,1
ONI-TABCAP,"ONICAL-D TAB JAR",,,TAB_CAP,,TAB,TAB,TAB,49.75,10,active,1
ONI-TABCAP-001,"ONICAL-D TAB",,,TAB_CAP,,TAB,TAB,TAB,30.5,10,active,1
LCO-TABCAP,"L-COPENE CAP",,,TAB_CAP,,TAB,TAB,TAB,95,10,active,1
PUL-600MG-TABCAP,"PULSEZOLID 600MG TAB",,,TAB_CAP,600MG,TAB,TAB,TAB,154.16,10,active,1
FLA-100ML-INJ,"FLAGYL 100ML INFU",,,INJ,100ML,INJ,INJ,INJ,200.83000000000001,10,active,1
